ID,SENTENCE,FOS CODE,SL. No. Figure of Speech Class Label
MMD207,"প্রণমিয়া গুরুজনে মধুরভাষিণী, সম্ভাষি মধুরভাষে দৈত্যবালাদলে, কহিলা;— “লো সহচরি, এতদিনে আজি ফুরাইল জীব-লীলা জীবলীলা-স্থলে আমার!",,
MMD208,ফিরিয়া সবে যাও দৈত্যদেশে।,,
MMD209,"কহিও পিতার পদে এ সব বারতা, বাসন্তি!",,
MMD210,"মায়েরে মোর”—হায় রে, বহিল সহসা নয়নজল!",,
MMD211,নীরবিলা সতী;— কাঁদিল দানববালা হাহাকার রবে!,,
MMD212,"মুহূর্ত্তে সম্বরি শোক কহিলা সুন্দরী; “কহিও মায়েরে মোর, এ দাসীর ভালে লিখিলা বিধাতা যাহা, তাই লো ঘটিল এত দিনে!",,
MMD213,"যাঁর হাতে সঁপিলা দাসীরে পিতা মাতা, চলিনু লো আজি তাঁর সাথে;— পতি বিনা অবলার কি গতি জগতে?",,
MMD214,"আর কি কহিব, সখি?",,
MMD215,ভুল না লো তারে— প্রমীলার এই ভিক্ষা তোমা সবা কাছে।”,,
MMD216,চিতায় আরোহি সতী (ফুলাসনে যেন!,,
MMD217,বসিলা আনন্দমতি পতি-পদতলে; প্রফুল্ল–কুসুমদাম কবরী-প্রদেশে।,,
MMD218,বাজিল রাক্ষসবাদ্য; উচ্চে উচ্চারিল বেদ বেদী; রক্ষোনারী দিল হুলাহুলি; সে রবের সহ মিশি উঠিল আকাশে হাহারব!,,
MMD219,পুষ্পবৃষ্টি হইল চৌদিকে।,,
MMD220,"বিবিধ ভূষণ, বস্ত্র, চন্দন, কস্তুরী, কেশর, কুঙ্কুম-আদি দিল রক্ষোবালা যথাবিধি; পশুকুলে নাশি তীক্ষ্ণশরে, ঘৃতাক্ত করিয়া রক্ষঃ যতনে থুইল চারিদিকে, যথা মহানবমীর দিনে, শাক্ত ভক্ত-গৃহে, শক্তি, তব পীঠতলে!",,
MMD221,"অগ্রসরি রক্ষোরাজ কহিলা কাতরে;— “ছিল আশা, মেঘনাদ, মুদিব অন্তিমে এ নয়নদ্বয় আমি তোমার সম্মুখে!",,
MMD222,"সঁপি রাজ্যভার, পুত্ত্র, তোমায়, করিব মহাযাত্রা!",,
MMD223,কিন্তু বিধি—বুঝিব কেমনে তাঁর লীলা?,,
MMD224,ভাঁড়াইলা সে সুখে আমারে।,,
MMD225,"ছিল আশা, রক্ষঃকুলরাজসিংহাসনে জুড়াইব আঁখি, বৎস, দেখিয়া তোমারে, বামে রক্ষঃকুললক্ষ্মী রক্ষোরাণীরূপে পুত্ত্রবধূ!",,
MMD226,বৃথা আশা!,,
MMD227,পূর্ব্বজন্ম-ফলে হেরি তোমা দোঁহে আজি এ কাল–আসনে!,,
MMD228,কর্ব্বুর-গৌরব-রবি চির রাহুগ্রাসে।,,
MMD229,"সেবিনু শিবেরে আমি বহু যত্ন করি, লভিতে কি এই ফল?",,
MMD230,"কেমনে ফিরিব,— হায় রে, কে কবে মোরে, ফিরিব কেমনে শূন্য লঙ্কাধামে আর?",,
MMD231,"কি সান্ত্বনা-ছলে সান্ত্বনিব মায়ে তব, কে কবে আমারে?",,
MMD232,‘কোথা পুত্ত্র পুত্ত্রবধূ আমার?,,
MMD233,"সুধিবে যবে রাণী মন্দোদরী,—‘কি সুখে আইলে রাখি দোঁহে সিন্ধুতীরে, রক্ষঃকুলপতি?",,
MMD234,কি ক’য়ে বুঝাব তারে?,,
MMD235,"হায় রে, কি ক’য়ে?",,
MMD236,হা পুত্ত্র!,,
MMD237,হা বীরশ্রেষ্ঠ!,,
MMD238,চিরজয়ী রণে।,,
MMD239,হা মাতঃ রাক্ষসলক্ষ্মি!,,
MMD240,কি পাপে লিখিলা এ পীড়া দারুণ বিধি রাবণের ভালে?,,
MMD241,অধীর হইলা শূলী কৈলাস-আলয়ে!,,
MMD242,"নড়িল মস্তকে জটা; ভীষণ-গর্জ্জনে গর্জ্জিল ভুজঙ্গবৃন্দ; ধক্‌ ধক্‌ ধকে জ্বলিল অনল ভালে; ভৈরব-কল্লোলে কল্লোলিলা ত্রিপথগা, বরিষায় যথা বেগবতী স্রোতস্বতী পর্ব্বতকন্দরে!",,
MMD243,কাঁপিল কৈলাস-গিরি থর থর থরে!,,
MMD244,"কাঁপিল আতঙ্কে বিশ্ব; সভয়ে অভয়া কৃতাঞ্জলিপুটে সাধ্বী কহিলা মহেশে— “কি হেতু সরোষ, প্রভু, কহ তা দাসীরে?",,
MMD245,মরিল সমরে রক্ষঃ বিধির বিধানে; নহে দোষী রঘুরথী!,,
MMD246,"যদি নাশ অবিচারে তারে, নাথ, কর ভস্ম আগে আমায়।”",,
MMD247,চরণযুগ ধরিলা জননী।,,
MMD248,"সাদরে সতীরে তুলি কহিলা ধূর্জ্জটি;— “বিদরে হৃদয় মম, নগরাজবালে, রক্ষোদুঃখে।",,
MMD249,জান তুমি কত ভালবাসি নৈকষেয় শূরে আমি!,,
MMD250,"তব অনুরোধে, ক্ষমিব, হে ক্ষেমঙ্করি, শ্রীরাম-লক্ষ্মণে।”",,
MMD251,"আদেশিলা অগ্নিদেবে বিষাদে ত্রিশূলী; — “পবিত্রি, হে সর্ব্বশুচি, তোমার পরশে আন শীঘ্র এ সুধামে রাক্ষস-দম্পতি।”",,
MMD252,ইরম্মদরূপে অগ্নি ধাইলা ভূতলে!,,
MMD253,সহসা জ্বলিল চিতা।,,
MMD254,সচকিতে সবে দেখিলা আগ্নেয়-রথ; সুবর্ণ-আসনে সে রথে আসীন বীর বাসববিজয়ী দিব্যমূর্ত্তি!,,
MMD255,"বামভাগে প্রমীলা-রূপসী, অনন্ত যৌবনকান্তি শোভে তনুদেশে; চিরসুখহাসিরাশি মধুর-অধরে!",,
MMD256,উঠিল গগন-পথে রথবর বেগে; বরষিলা পুষ্পাসার দেবকুল মিলি; পূরিল বিপুল বিশ্ব আনন্দ নিনাদে!,,
MMD257,দুগ্ধধারে নিবাইল উজ্জ্বল পাবকে রাক্ষস।,,
MMD258,"পরম যত্নে কুড়াইয়া সবে ভস্ম, অম্বুরাশিতলে বিসর্জ্জিলা তাহে।",,
MMD259,"ধৌত করি দাহস্থল জাহ্নবীর জলে লক্ষ রক্ষঃশিল্পী আশু নির্ম্মিল মিলিয়া স্বর্ণ-পাটিকেলে মঠ চিতার উপরে;— ভেদি অভ্র, মঠচূড়া উঠিল আকাশে।",,
MMD260,"করি স্নান সিন্ধুনীরে, রক্ষোদল এবে ফিরিলা লঙ্কার পানে, আর্দ্র অশ্রুনীরে— বিসর্জ্জি প্রতিমা যেন দশমী-দিবসে!",,
MMD261,সপ্ত দিবানিশি লঙ্কা কাঁদিলা বিষাদে।,,
MMD262,"রাজকাজ সাধি যথা, বিরাম-মন্দিরে, প্রবেশি, রাজেন্দ্র খুলি রাখেন যতনে কিরীট; রাখিলা খুলি অস্তাচল—চূড়ে দিনান্তে শিরের রত্ন তমোহা মিহিরে দিনদেব।",,
